district,district_en,community,title,layout,bedrooms,area_sqm,orientation,decoration,decoration_en,floor_level,floor_level_en,total_floors,build_year,property_age,building_type,building_type_en,total_price_wan,total_price_yuan,unit_price_yuan_sqm,tags,listing_url
minhang,Minhang,罗阳四村(恒德花苑),春商品房小区双南大两房全明户型看房随时,2室2厅,2.0,93.79,南,简装,Basic Furnished,中,Mid,6.0,2000.0,25.0,板楼,Slab,328.0,3280000.0,34972.0,VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107115724313.html
minhang,Minhang,绿梅二村,新上两房 精装修 位置安静 shu包可用 随时可看,2室1厅,2.0,59.13,南 北,精装,Fully Furnished,高,High,6.0,1994.0,31.0,板楼,Slab,208.0,2080000.0,35177.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115434569.html
minhang,Minhang,虹桥明珠公寓,98年建成是塔式建筑由两栋高层组成近地铁就在门口,3室2厅,3.0,127.56,南,简装,Basic Furnished,,Unknown,18.0,1998.0,27.0,塔楼,Tower,668.0,6680000.0,52368.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115275390.html
minhang,Minhang,古北尚郡,采光好 诚意出售 次新房 车位充足 配套齐全,3室2厅,3.0,123.38,南,简装,Basic Furnished,中,Mid,14.0,2019.0,6.0,板楼,Slab,1200.0,12000000.0,97261.0,VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115593785.html
minhang,Minhang,梅陇一村,中层30万精装两房，采光刺眼，chao高得房率,2室1厅,2.0,54.41,南,精装,Fully Furnished,中,Mid,6.0,1990.0,35.0,板楼,Slab,240.0,2400000.0,44110.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115412206.html
minhang,Minhang,平阳三村,带大花园，中间位置，采光好，近地铁，双南全明好房子,2室1厅,2.0,62.95,南,精装,Fully Furnished,低,Low,6.0,1995.0,30.0,板楼,Slab,299.0,2990000.0,47499.0,近地铁|VR房源,https://sh.lianjia.com/ershoufang/107115438296.html
minhang,Minhang,龙柏二村,龙柏二村二房三十万精装修，楼层好位置佳，即买即住,2室1厅,2.0,68.36,南,精装,Fully Furnished,中,Mid,6.0,1994.0,31.0,板楼,Slab,299.0,2990000.0,43740.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115756515.html
minhang,Minhang,航东路750弄,中楼层近71路，地铁10号线近，诚售。预约可看,1室1厅,1.0,45.2,南,精装,Fully Furnished,中,Mid,6.0,1995.0,30.0,板楼,Slab,139.8,1398000.0,30930.0,VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107114821962.html
minhang,Minhang,翡翠名都,此房业主诚意出售+看房提前约+基本都方便+装修好！,4室1厅,4.0,178.68,南,精装,Fully Furnished,中,Mid,27.0,2016.0,9.0,板楼,Slab,1650.0,16500000.0,92344.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114080185.html
minhang,Minhang,古北大成公馆,2011年、两梯两户、户型方正、前后视野开阔、自带会所,3室2厅,3.0,114.08,南 北,精装,Fully Furnished,中,Mid,18.0,2011.0,14.0,板楼,Slab,1130.0,11300000.0,99054.0,近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115534999.html
minhang,Minhang,平吉二村,近地铁12号线，双卧朝南，全明户型，产权清晰，满五,2室1厅,2.0,63.42,南,简装,Basic Furnished,高,High,6.0,1994.0,31.0,板楼,Slab,255.0,2550000.0,40209.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114639750.html
minhang,Minhang,爱庐世纪新苑,15号线 +双柏路站 +全南一房 +全明户型,1室1厅,1.0,62.24,南,简装,Basic Furnished,中,Mid,5.0,2007.0,18.0,板楼,Slab,225.0,2250000.0,36151.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114290022.html
minhang,Minhang,东方花园(一期),近体育公园、书香名邸、采光好、房屋通透。,2室2厅,2.0,82.81,东南 南,简装,Basic Furnished,高,High,6.0,1998.0,27.0,板楼,Slab,415.0,4150000.0,50115.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115438154.html
minhang,Minhang,君莲宏润丽苑,花园小区的独苗1房，业主诚意出售，看房方便哦,1室1厅,1.0,65.69,南,简装,Basic Furnished,中,Mid,18.0,2013.0,12.0,板楼,Slab,238.0,2380000.0,36231.0,近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115780263.html
jiading,Jiading,嘉和坊,1梯2户 双南全明 14号线地铁口 出行便利 中区采光佳,2室1厅,2.0,69.22,南,简装,Basic Furnished,中,Mid,6.0,1994.0,31.0,板楼,Slab,253.0,2530000.0,36551.0,近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115740326.html
jiading,Jiading,嘉城爱琴海,嘉怡路地铁900米，两梯三户边套刚需三房，陆家嘴视野,3室2厅,3.0,113.47,南 北,精装,Fully Furnished,高,High,14.0,2006.0,19.0,板楼,Slab,410.0,4100000.0,36133.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115650708.html
jiading,Jiading,金鹤新城双佳翠庭,精装修中楼层，拎包入住南北通透,2室1厅,2.0,58.73,南 北,精装,Fully Furnished,中,Mid,5.0,2007.0,18.0,板楼,Slab,185.0,1850000.0,31501.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115180648.html
jiading,Jiading,水岸秀苑,小区中间位置 南北通俩房，中间楼层+双地铁万达商圈,2室2厅,2.0,73.18,南 北,简装,Basic Furnished,中,Mid,5.0,2005.0,20.0,板楼,Slab,238.0,2380000.0,32523.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107113090527.html
jiading,Jiading,森林公馆(425弄),西区（425弄），南北通B5户型，中高区，前后无遮挡！,2室2厅,2.0,86.42,南 北,精装,Fully Furnished,中,Mid,27.0,2010.0,15.0,板楼,Slab,399.0,3990000.0,46170.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115543847.html
jiading,Jiading,和平小区（嘉定）,双南两房，南北通透中楼层，视野好，满五年 地铁方便,2室2厅,2.0,80.29,南 北,精装,Fully Furnished,中,Mid,6.0,1998.0,27.0,板楼,Slab,232.0,2320000.0,28896.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114800759.html
jiading,Jiading,嘉海雅苑北区,大虹桥板块+双轨交 +地铁14号线乐秀路站  诚意出售,1室1厅,1.0,59.51,南,毛坯,Bare Shell,低,Low,20.0,2015.0,10.0,板楼,Slab,170.0,1700000.0,28567.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115578137.html
jiading,Jiading,银翔新村,银翔新村 原始朝南客厅 南北通风 采光好 视野佳,2室1厅,2.0,87.01,南 北,精装,Fully Furnished,高,High,6.0,1997.0,28.0,板楼,Slab,228.0,2280000.0,26204.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115210979.html
jiading,Jiading,练祁佳城永泰嘉苑慈竹路608弄,练祁佳城永泰嘉苑慈竹路608弄 2室1厅 南,2室1厅,2.0,79.81,南,精装,Fully Furnished,高,High,25.0,2019.0,6.0,板楼,Slab,140.0,1400000.0,17542.0,VR房源,https://sh.lianjia.com/ershoufang/107115759052.html
jiading,Jiading,玉兰三村,此房南北格局视野开阔采光好精装修,2室1厅,2.0,69.28,南,精装,Fully Furnished,中,Mid,6.0,1998.0,27.0,板楼,Slab,138.0,1380000.0,19920.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115374710.html
jiading,Jiading,华江景城,边套大三房，南北通透，中间楼层，房型优美。,3室2厅,3.0,114.56,南 北,精装,Fully Furnished,中,Mid,22.0,2009.0,16.0,板楼,Slab,445.0,4450000.0,38845.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115421250.html
jiading,Jiading,万科西郊都会,同济旁一路之隔，万科品质，各付税，拎包入住,3室2厅,3.0,96.83,南 北,精装,Fully Furnished,高,High,23.0,2020.0,5.0,板楼,Slab,325.0,3250000.0,33564.0,VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107115755900.html
jiading,Jiading,嘉善坊,南北两房 采光好 不靠马路 无水 近地铁站50M,2室1厅,2.0,71.01,南,精装,Fully Furnished,高,High,6.0,1997.0,28.0,板楼,Slab,213.0,2130000.0,29996.0,近地铁|甄选房|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114297033.html
jiading,Jiading,金沙嘉苑,精装好房 采光无遮挡 拎包入住 近地铁,2室2厅,2.0,102.0,南,精装,Fully Furnished,中,Mid,12.0,2006.0,19.0,板楼,Slab,525.0,5250000.0,51471.0,近地铁|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107115398417.html
jiading,Jiading,深安上居,25年宝藏小区 双阳台 人车分流环境好 近地铁税费各付,3室2厅,3.0,88.94,南 北,精装,Fully Furnished,高,High,18.0,2025.0,0.0,板楼,Slab,277.0,2770000.0,31145.0,近地铁|甄选房|VR房源,https://sh.lianjia.com/ershoufang/107115618925.html
jiading,Jiading,丽江佳苑,2011年小区，视野采光好，楼层空间灵活，出行配套齐全,1室1厅,1.0,60.07,南,毛坯,Bare Shell,中,Mid,10.0,2011.0,14.0,板楼,Slab,163.0,1630000.0,27136.0,甄选房|VR房源,https://sh.lianjia.com/ershoufang/107114918833.html
jiading,Jiading,西上海御庭,房东诚意出售，安亭低总价商品房，,2室1厅,2.0,90.38,南,简装,Basic Furnished,低,Low,22.0,2016.0,9.0,板楼,Slab,160.0,1600000.0,17704.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107114909764.html
jiading,Jiading,浦发香舍(别墅),实现停车自由|一眼看中的墅区生活圈层|180度院子,3室2厅,3.0,197.67,南 北,精装,Fully Furnished,,Unknown,3.0,2008.0,17.0,板楼,Slab,1108.0,11080000.0,56054.0,VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115344992.html
jiading,Jiading,景河名苑,首付20万带电梯带装修随时看房,1室1厅,1.0,57.65,南,简装,Basic Furnished,低,Low,24.0,2014.0,11.0,板楼,Slab,115.0,1150000.0,19948.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115665261.html
jiading,Jiading,塔城路685弄,业主自住，朝南大两房，楼层位置佳,2室2厅,2.0,85.33,南,简装,Basic Furnished,中,Mid,6.0,1998.0,27.0,板楼,Slab,160.0,1600000.0,18751.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115774959.html
jiading,Jiading,保利湖畔阳光苑二期,保利湖畔双南2房 有车位 精装修 采光好,2室2厅,2.0,88.75,南 北,精装,Fully Furnished,低,Low,18.0,2012.0,13.0,板楼,Slab,325.0,3250000.0,36620.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115288917.html
jiading,Jiading,沁乐小区,好楼层、装修精致，拎包入住的小户型,1室1厅,1.0,55.79,南,简装,Basic Furnished,低,Low,6.0,2013.0,12.0,板楼,Slab,98.5,985000.0,17656.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115239820.html
jiading,Jiading,浦发香舍(公寓),房型好大阳台，视野无遮挡，房东急卖,2室2厅,2.0,88.05,南,精装,Fully Furnished,高,High,6.0,2008.0,17.0,板楼,Slab,185.0,1850000.0,21011.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115491395.html
jiading,Jiading,金帝城市岸泊,店长优选，中层带产权车位，近地铁高绿化，南北通透,2室2厅,2.0,85.88,南 北,简装,Basic Furnished,中,Mid,6.0,2005.0,20.0,板楼,Slab,278.0,2780000.0,32371.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115398843.html
jiading,Jiading,金沙鼎苑,大虹桥板块 双阳台两房 小区花园位置 万达+双轨地铁,2室1厅,2.0,79.37,南,毛坯,Bare Shell,中,Mid,18.0,2012.0,13.0,板楼,Slab,220.0,2200000.0,27719.0,VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107113772664.html
jiading,Jiading,南苑二村,低总价 配套成熟 非顶楼 生活便利,2室1厅,2.0,59.68,南,简装,Basic Furnished,高,High,6.0,1994.0,31.0,板楼,Slab,89.0,890000.0,14913.0,VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115424959.html
jiading,Jiading,禹洲丁香里,上海白玉兰奖，环境优雅，华五，徐行天地商场，嘉闵线,3室2厅,3.0,89.35,南 北,精装,Fully Furnished,低,Low,14.0,2018.0,7.0,板楼,Slab,215.0,2150000.0,24063.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107114295011.html
jiading,Jiading,新城悠活城,店长推荐，电梯好房源，总价低，位置佳。,1室1厅,1.0,62.77,南,精装,Fully Furnished,低,Low,24.0,2013.0,12.0,板楼,Slab,159.0,1590000.0,25331.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115270406.html
jiading,Jiading,上坤云栖麓,2022年次新房精装修高品质地铁口300米上沪嘉方便,3室2厅,3.0,88.61,南 北,精装,Fully Furnished,低,Low,18.0,2022.0,3.0,板楼,Slab,298.0,2980000.0,33631.0,VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107115571817.html
jiading,Jiading,上海庄园三期,满五+V一南北通户型，楼层好，业主诚心卖,3室2厅,3.0,86.45,南 北,精装,Fully Furnished,高,High,8.0,2017.0,8.0,,Unknown,140.0,1400000.0,16195.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115236653.html
jiading,Jiading,路劲悦茂府,带软装，带地暖空调，总价低，地铁口次新房,3室2厅,3.0,97.33,南,精装,Fully Furnished,低,Low,11.0,2021.0,4.0,板楼,Slab,360.0,3600000.0,36988.0,VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107115588697.html
jiading,Jiading,新城悠活城,中间楼层，位置还可以，房东诚心急售,2室1厅,2.0,85.0,南,精装,Fully Furnished,中,Mid,27.0,2012.0,13.0,板楼,Slab,215.0,2150000.0,25295.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115108590.html
jiading,Jiading,绿地新江桥城三期,大虹桥+双轨交，绿地次新品质小区，好楼层配套成熟,1室1厅,1.0,56.0,南,毛坯,Bare Shell,高,High,15.0,2012.0,13.0,板楼,Slab,175.0,1750000.0,31250.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115649312.html
jiading,Jiading,嘉城雅颂湾,商品房+远离飞机航道+满五年+中间楼层+近公交和地铁站,2室2厅,2.0,88.28,南 北,精装,Fully Furnished,中,Mid,6.0,2008.0,17.0,板楼,Slab,310.0,3100000.0,35116.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115745833.html
jiading,Jiading,绿地天呈,绿地天呈 新上3房 精装修 带车位 拎包入住,3室2厅,3.0,123.73,南,精装,Fully Furnished,中,Mid,20.0,2019.0,6.0,板楼,Slab,365.0,3650000.0,29500.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115541868.html
jiading,Jiading,绿洲古猗新苑(二期),SSS凤凰楼层！视野采光无遮挡！采光优通风好！,2室1厅,2.0,89.66,南,精装,Fully Furnished,高,High,19.0,2016.0,9.0,板楼,Slab,398.0,3980000.0,44390.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115522531.html
jiading,Jiading,季景铭郡,季景铭郡 精装三房 南北双阳台 视野开阔 银翔湖旁,3室1厅,3.0,104.44,南 北,精装,Fully Furnished,高,High,21.0,2015.0,10.0,板楼,Slab,538.0,5380000.0,51513.0,VR房源,https://sh.lianjia.com/ershoufang/107115716598.html
jiading,Jiading,竹园公寓,竹园公寓门店聚焦店长推荐配套齐全交通便利诚售,2室2厅,2.0,77.43,南,精装,Fully Furnished,低,Low,6.0,1994.0,31.0,板楼,Slab,183.0,1830000.0,23635.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115178153.html
jiading,Jiading,绿地新江桥城一期,绿地新江桥城一期 2室1厅 南 北,2室1厅,2.0,75.26,南 北,毛坯,Bare Shell,高,High,15.0,2011.0,14.0,板楼,Slab,258.0,2580000.0,34282.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115566047.html
jiading,Jiading,上海庄园三期,低密度大边套精装修业主诚心出售,4室4厅,4.0,231.15,南 北,精装,Fully Furnished,低,Low,3.0,,,板楼,Slab,499.0,4990000.0,21588.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107110232204.html
jiading,Jiading,商建公寓,商建公寓 2室1厅 南,2室1厅,2.0,80.79,南,简装,Basic Furnished,中,Mid,6.0,1998.0,27.0,板楼,Slab,145.0,1450000.0,17948.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115785832.html
jiading,Jiading,中星海上名豪苑(三期),北虹之星带产权车位，三代同堂南北通透，位置安静,3室2厅,3.0,126.54,南 北,毛坯,Bare Shell,低,Low,18.0,2012.0,13.0,板楼,Slab,456.0,4560000.0,36037.0,近地铁|VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107113338140.html
jiading,Jiading,住友嘉馨名园,确定不看吗？菊园CBD大三房，带院子，飞机户型,3室2厅,3.0,124.93,南,精装,Fully Furnished,低,Low,6.0,2004.0,21.0,板楼,Slab,340.0,3400000.0,27216.0,甄选房|VR房源|房本满两年,https://sh.lianjia.com/ershoufang/107115726886.html
jiading,Jiading,绿地清猗园(威廉公馆二期),有钥匙！诚意卖，诚意卖，诚意卖，真实委托,3室1厅,3.0,86.79,南,简装,Basic Furnished,低,Low,20.0,2014.0,11.0,板楼,Slab,320.0,3200000.0,36871.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115789468.html
jiading,Jiading,沁乐小区,顶楼复式+业主诚心出售+看房随时,1室1厅,1.0,55.79,南,精装,Fully Furnished,高,High,6.0,2013.0,12.0,板楼,Slab,110.0,1100000.0,19717.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115045254.html
jiading,Jiading,旭辉锦庭,嘉闵线，视野开阔，飞机户型，看房随时,3室2厅,3.0,91.82,南,精装,Fully Furnished,高,High,18.0,2014.0,11.0,板楼,Slab,228.0,2280000.0,24832.0,VR看装修|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107113597522.html
jiading,Jiading,家旺新苑,家旺新苑 2室2厅 南,2室2厅,2.0,98.19,南,精装,Fully Furnished,高,High,6.0,2003.0,22.0,板楼,Slab,420.0,4200000.0,42775.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115812812.html
jiading,Jiading,绿地清猗园(威廉公馆三期),满两年V-ONE，近地铁，看房随时新装修可拎包入住。,2室1厅,2.0,88.51,南,精装,Fully Furnished,中,Mid,20.0,2014.0,11.0,板楼,Slab,395.0,3950000.0,44628.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115220227.html
jiading,Jiading,白鹤小区,大两房，环境优美，出行便利迅捷,2室1厅,2.0,95.59,南,简装,Basic Furnished,中,Mid,7.0,1999.0,26.0,板楼,Slab,255.0,2550000.0,26677.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115811978.html
jiading,Jiading,嘉城雅颂湾,三开间朝南+南北双阳台，近地铁，商品房,3室2厅,3.0,134.5,南 北,精装,Fully Furnished,高,High,14.0,2008.0,17.0,板楼,Slab,535.0,5350000.0,39777.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115584143.html
jiading,Jiading,枫树林景苑北区,大融城 南北通透大两房，楼层好，随时看房,2室2厅,2.0,91.99,南 北,简装,Basic Furnished,高,High,24.0,2015.0,10.0,板楼,Slab,315.0,3150000.0,34243.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115533563.html
jiading,Jiading,丰庄十四街坊,新上非顶楼 双南两房 +13号线+ 公园 ＋不靠马路,2室1厅,2.0,66.6,南,简装,Basic Furnished,高,High,6.0,1995.0,30.0,板楼,Slab,208.0,2080000.0,31232.0,VR房源,https://sh.lianjia.com/ershoufang/107115508097.html
jiading,Jiading,盘古天地(一期）,盘古天地(一期） 2室2厅 南 北,2室2厅,2.0,88.93,南 北,精装,Fully Furnished,高,High,24.0,2010.0,15.0,,Unknown,280.0,2800000.0,31486.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115462552.html
jiading,Jiading,金华新村,双轨交 生活便利 户型方正 双天井,2室1厅,2.0,71.08,南 北,简装,Basic Furnished,低,Low,6.0,1994.0,31.0,板楼,Slab,202.0,2020000.0,28419.0,VR房源,https://sh.lianjia.com/ershoufang/107115648051.html
jiading,Jiading,路劲翡丽湾(公寓),满五年，采光没有遮挡，户型方正,2室2厅,2.0,91.89,南,精装,Fully Furnished,,Unknown,28.0,2012.0,13.0,板楼,Slab,310.0,3100000.0,33736.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115197142.html
jiading,Jiading,森林公馆(425弄),低总价 开发商装修 靠近宝翔路菜市场 配套全,1室2厅,1.0,69.38,南,精装,Fully Furnished,低,Low,27.0,2010.0,15.0,板楼,Slab,265.0,2650000.0,38196.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115588334.html
jiading,Jiading,嘉城雅颂湾,新上南北两房 无航道 商品房 精装修 交通方便,3室2厅,3.0,88.43,南 北,精装,Fully Furnished,低,Low,6.0,2008.0,17.0,板楼,Slab,310.0,3100000.0,35056.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115559371.html
jiading,Jiading,星怡苑慈竹路175弄,毛坯按喜好装修 中间楼层 一房朝南户型好,1室1厅,1.0,53.99,南,毛坯,Bare Shell,低,Low,18.0,2015.0,10.0,板楼,Slab,80.0,800000.0,14818.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115429420.html
jiading,Jiading,中建溪岸澜庭,印象城西环中芯 低密中建溪岸澜庭带院子车位动静三房,3室1厅,3.0,89.5,南 北,简装,Basic Furnished,,Unknown,18.0,2014.0,11.0,板楼,Slab,368.0,3680000.0,41118.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115454958.html
jiading,Jiading,日月光伯爵天地,日月光5期 精装3房 双轨交 看房方便,3室2厅,3.0,93.49,南,简装,Basic Furnished,低,Low,18.0,2021.0,4.0,板楼,Slab,280.0,2800000.0,29950.0,VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107114327991.html
jiading,Jiading,丽江佳苑,南北通透，户型方正，中间楼层，采光好视野好,2室2厅,2.0,86.05,南 北,毛坯,Bare Shell,中,Mid,11.0,2011.0,14.0,板楼,Slab,269.0,2690000.0,31261.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115730170.html
jiading,Jiading,华谊逸品澜湾（北区）,有车位，临河安静，间距宽采光好，40W精装可拎包入住,3室2厅,3.0,91.28,南 北,精装,Fully Furnished,低,Low,17.0,2018.0,7.0,板楼,Slab,439.0,4390000.0,48094.0,近地铁|VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107112990201.html
jiading,Jiading,嘉宝新力梦之晴华庭,嘉宝品质小区+南北通大两房+精装修拎包住+看房方便,2室2厅,2.0,79.73,南 北,精装,Fully Furnished,中,Mid,17.0,2021.0,4.0,板楼,Slab,220.0,2200000.0,27594.0,近地铁|甄选房|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115539118.html
jiading,Jiading,汇丰荷苑,公园小区，顶楼复式，利用率高，近信业商场,4室2厅,4.0,85.0,南,简装,Basic Furnished,高,High,6.0,2010.0,15.0,板楼,Slab,199.0,1990000.0,23412.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115407132.html
jiading,Jiading,丰华苑,50平大阁楼，有钥匙房，诚意出售，出门就是万达，,2室2厅,2.0,75.0,南 北,简装,Basic Furnished,高,High,6.0,2005.0,20.0,板楼,Slab,228.0,2280000.0,30400.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115690495.html
jiading,Jiading,白银时代尚苑,地铁和公园为邻，位置安静不吵闹，绿肺中的品质小区。,2室2厅,2.0,93.28,南,精装,Fully Furnished,中,Mid,25.0,2013.0,12.0,板楼,Slab,339.0,3390000.0,36343.0,近地铁|甄选房|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115045447.html
jiading,Jiading,大名城名郡,此房满五年，小区物业好，小区新，采光充足，靠地铁,2室2厅,2.0,89.0,南 北,精装,Fully Furnished,高,High,24.0,2016.0,9.0,板楼,Slab,212.0,2120000.0,23821.0,近地铁|甄选房|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115307546.html
jiading,Jiading,中星海兰苑,低总价顶楼带阁楼，南北通透户型，14号线地铁600米,2室2厅,2.0,80.12,南 北,简装,Basic Furnished,高,High,6.0,2009.0,16.0,板楼,Slab,238.0,2380000.0,29706.0,近地铁|VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115755906.html
jiading,Jiading,绿地新江桥城一期,绿地新江桥城一期 1室1厅 南,1室1厅,1.0,55.83,南,精装,Fully Furnished,高,High,15.0,2011.0,14.0,板楼,Slab,178.0,1780000.0,31883.0,近地铁|VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115633384.html
jiading,Jiading,万科悦城,万科品牌，复试洋房，上下两层带露台，得房率高，急,3室2厅,3.0,89.7,南 北,精装,Fully Furnished,低,Low,11.0,2014.0,11.0,板楼,Slab,289.0,2890000.0,32219.0,VR房源|房本满五年|随时看房,https://sh.lianjia.com/ershoufang/107115133190.html
jiading,Jiading,嘉海雅苑北区,2015年次新房 电梯房 双轨交 全明户型,1室1厅,1.0,62.51,南,毛坯,Bare Shell,高,High,21.0,2015.0,10.0,板楼,Slab,165.0,1650000.0,26396.0,VR看装修|房本满五年,https://sh.lianjia.com/ershoufang/107114035932.html
jiading,Jiading,恒嘉花园,恒嘉花园 1室1厅 南 北,1室1厅,1.0,34.17,南 北,简装,Basic Furnished,中,Mid,6.0,1997.0,28.0,板楼,Slab,99.0,990000.0,28973.0,VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115664316.html
jiading,Jiading,锦华茗园,精装修商品房大两房，户型好，楼层好，品质高,2室1厅,2.0,101.2,南 北,精装,Fully Furnished,低,Low,6.0,2006.0,19.0,板楼,Slab,339.0,3390000.0,33499.0,VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115526095.html
jiading,Jiading,嘉秀坊,地铁口宝藏全明两房，采光满屋，刚需上车,2室1厅,2.0,69.02,南,简装,Basic Furnished,中,Mid,6.0,1996.0,29.0,板楼,Slab,249.0,2490000.0,36077.0,近地铁|VR房源|随时看房,https://sh.lianjia.com/ershoufang/107115744907.html
jiading,Jiading,胜悦嘉苑,胜悦嘉苑 2室1厅 南,2室1厅,2.0,68.55,南,简装,Basic Furnished,中,Mid,25.0,2016.0,9.0,板楼,Slab,120.0,1200000.0,17506.0,近地铁|VR房源|房本满两年|随时看房,https://sh.lianjia.com/ershoufang/107115507146.html
jiading,Jiading,栅桥小区,一楼带院子，全明两房，使用面积大,2室1厅,2.0,60.18,南 北,精装,Fully Furnished,低,Low,6.0,1996.0,29.0,板楼,Slab,188.0,1880000.0,31240.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115731376.html
jiading,Jiading,盘古嘉德,西边套大三房 采光好 旁边普小 视野无遮挡 景观房,3室2厅,3.0,109.92,南 北,精装,Fully Furnished,高,High,20.0,2016.0,9.0,板楼,Slab,385.0,3850000.0,35026.0,VR房源|房本满五年,https://sh.lianjia.com/ershoufang/107115269932.html
